ID,Institution Name,Street,City,State,ZIP,Chief Name,Chief Title,Telephone,URL,Alias,System,County,Longitude,Latitude,
130873,Dawn Career Institute Inc,"3700 Lancaster Pike, Suite 105",Wilmington,DE,19805-1511,Cheryl R.A. Zapata,President/CEO,3026339075,www.dawncareerinstitute.edu,,,New Castle County,-75.594268,39.754694,
130882,Delaware Technical Community College-Central Office,1832 North Dupont Highway,Dover,DE,19901,Orlando George,President,3027393737,www.dtcc.edu,,,Kent County,-75.562873,39.198144,
130891,Delaware Technical Community College-Owens,"Route 18, Seashore Highway PO Box 610",Georgetown,DE,19947,Ileana Smith,Vice President,3028565400,https://www.dtcc.edu/our-campuses/georgetown,,Delaware Technical and Community Colleges,Sussex County,-75.40752,38.697344,
130907,Delaware Technical Community College-Terry,100 Campus Drive,Dover,DE,19901,June Turansky,Vice President,3028571000,https://www.dtcc.edu/our-campuses/dover,,Delaware Technical and Community Colleges,Kent County,-75.56012,39.198371,
130916,Delaware Technical Community College-Stanton/Wilmington,333 N. Shipley Street,Wilmington,DE,19801,Mark Brainard,Vice President,3025715300,https://www.dtcc.edu/our-campuses/wilmington,,Delaware Technical and Community Colleges,New Castle County,-75.552162,39.740259,
130934,Delaware State University,1200 N. Dupont Highway,Dover,DE,19901,Harry L. Williams,President,3028576060,www.desu.edu,Delaware State,,Kent County,-75.54053,39.187173,
130943,University of Delaware,104 Hullihen Hall,Newark,DE,19716,Patrick T. Harker,President,3028312000,www.udel.edu/,Delaware,,New Castle County,-75.7536,39.679791,
130989,Goldey-Beacom College,4701 Limestone Rd,Wilmington,DE,19808,Mohammad Ilyas,President,3029988814,www.gbc.edu,,,New Castle County,-75.694018,39.742464,
131061,Schilling-Douglas School of Hair Design,211 Louviers Drive,Newark,DE,19711,Victor A. David,Director,3.03E+12,schillingdouglas.com/,,,New Castle County,-75.74195,39.711223,
131098,Wesley College,120 N State St,Dover,DE,19901-3875,William N. Johnston,President,3027362300,www.wesley.edu,,,Kent County,-75.527377,39.16325,
131113,Wilmington University,320 Dupont Hwy,New Castle,DE,19720,Dr. Jack P. Varsalona,President,8779675464,www.wilmu.edu,,,New Castle County,-75.586998,39.682299,
131159,American University,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Cornelius M. Kerwin,President,2028851000,WWW.AMERICAN.EDU,,,District of Columbia,-77.090106,38.937802,
131283,Catholic University of America,"620 Michigan Avenue, NE",Washington,DC,20064,Mr. John H. Garvey,President,2023195000,www.cua.edu,,,District of Columbia,-76.998961,38.935796,
131308,Corcoran College of Art and Design,"500 Seventeenth Street, NW",Washington,DC,20006-4804,Catherine Armour,Provost and Chief Academic Officer,2026391800,www.corcoran.edu,,,District of Columbia,-77.039812,38.895757,
131399,University of the District of Columbia,4200 Connecticut Ave NW,Washington,DC,20008,Dr.  James Lyons,President,2022745012,www.udc.edu,,,District of Columbia,-77.066247,38.943819,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,"487 Michigan Ave, NE",Washington,DC,20017-1585,"Very Reverend John A. Langlois, O.P.",President,2024953820,www.dhs.edu/,,,District of Columbia,-76.998806,38.931427,
131450,Gallaudet University,"800 Florida Ave, NE",Washington,DC,20002-3695,Dr. T. Alan Hurwitz,President,2026515000,www.gallaudet.edu,,,District of Columbia,-76.993675,38.907371,
131469,George Washington University,"2121 I Street, NW",Washington,DC,20052,Steven Knapp,President,2029941000,www.gwu.edu,,,District of Columbia,-77.047871,38.89865,
131496,Georgetown University,37th and O St NW,Washington,DC,20057-0001,John J. 'Jack' Degioia,President,2026870100,www.georgetown.edu,,,District of Columbia,-77.073463,38.908809,
131520,Howard University,2400 Sixth St NW,Washington,DC,20059-0001,Dr. Sidney A. Ribeau,President,2028066100,www.howard.edu,Howard,,District of Columbia,-77.019478,38.920739,
131742,Medtech Institute,6565 Arlington Boulevard,Falls Church,VA,22042,Janeth Baron,Executive Director,7032376200,medtech.edu,,JTC Education Inc.,Fairfax County,-77.171071,38.86972,
131803,Strayer University-District of Columbia,1133 15th St NW,Washington,DC,20005,Dr. Michael Plater,President,2024082400,www.strayer.edu/district-columbia/washington,,Strayer Education Inc.,District of Columbia,-77.034349,38.904851,
131830,National Conservatory of Dramatic Arts,1556 Wisconsin Ave NW,Washington,DC,20007,Raymond G. Ficca,President,2023332202,www.theconservatory.org,,,District of Columbia,-77.065095,38.910024,
131876,Trinity Washington University,125 Michigan Ave NE,Washington,DC,20017-1094,Patricia A. McGuire,President,2028849050,www.trinitydc.edu,,,District of Columbia,-77.004261,38.927398,
131973,Wesley Theological Seminary,"4500 Massachusetts Ave., NW",Washington,DC,20016-5690,David F. McAllister-Wilson,President,2028858600,www.wesleyseminary.edu/,,,District of Columbia,-77.08996,38.939606,
132268,Wyotech-Daytona,470 Destination Daytona Ln,Ormond Beach,FL,32174,Kareena Salter,President,3.86E+12,www.wyotech.com,,Corinthian Colleges Inc.,Volusia County,-81.133086,29.349365,
132338,The Art Institute of Fort Lauderdale,1799 SE 17th St,Fort Lauderdale,FL,33316-3000,Dr. Claude W. Toland,President,9.54E+13,www.aifl.edu,,Education Management Corporation,Broward County,-80.123514,26.101246,
132374,Atlantic Technical Center,4700 Coconut Creek Parkway,Coconut Creek,FL,33063-3902,Robert B. Crawford,Center Director,7543215100,www.atlantictechcenter.com,,Broward County Public Schools,Broward County,-80.185311,26.243609,
132408,The Baptist College of Florida,5400 College Dr,Graceville,FL,32440,Thomas A Kinchen,President,8502633261,www.baptistcollege.edu,,,Jackson County,-85.519033,30.956401,
132471,Barry University,11300 NE 2nd Ave,Miami,FL,33161-6695,"Sister Linda Bevilacqua, OP, PhD",President,8007566000,www.barry.edu,,,Miami-Dade County,-80.196136,25.878865,
132523,Gooding Institute of Nurse Anesthesia,2901 Martin Luther King Jr. Blvd,Panama City,FL,32405,Scarlett Hinson,CRNA MSNA Program Administrator,8507476918,www.baymedical.org,,,Bay County,-85.649864,30.200503,
132602,Bethune-Cookman University,640 Dr Mary McLeod Bethune Blvd,Daytona Beach,FL,32114-3099,Dr. Edison O. Jackson,President,3864812000,www.cookman.edu,Bethune-Cookman,,Volusia County,-81.031429,29.210193,
132657,Lynn University,3601 N. Military Trail,Boca Raton,FL,33431-5598,Kevin  M. Ross,President,5612377000,www.lynn.edu,,,Palm Beach County,-80.123851,26.382777,
132666,GUTI The Premier Beauty & Wellness Academy,"4212 Cortez Rd, West",Bradenton,FL,34210,A. Patricia Galdamez,CEO,9417614400,www.mybeautyacademy.com,,,Manatee County,-82.602211,27.46281,
132675,Bradford-Union Technical Center,609 N Orange St,Starke,FL,32091,Christy Reddish,Director,9049666764,www.butc.edu,,,Bradford County,-82.123082,29.952134,
132693,Eastern Florida State College,1519 Clearlake Rd,Cocoa,FL,32922,James Richey,District President,3216321111,www.easternflorida.edu,,,Brevard County,-80.75813,28.384791,
132709,Broward College,111 East Las Olas Blvd,Fort Lauderdale,FL,33301,J. David Armstrong Jr.,President,9542017400,www.broward.edu,,,Broward County,-80.23541,26.07972,
132806,Fortis College-Winter Park,1573 W. Fairbanks Ave Suite #100,Winter Park,FL,32789,"Raymond Nunziata, JR.",Executive Director,4078433984,www.fortis.edu,,Education Affiliates Inc.,Orange County,-81.448402,28.555401,
132842,Carlos Albizu University-Miami,2173 N.W.  99th Avenue,Miami,FL,33172-2209,"Rodr?uez-Garc?, Ileana, EdD.",President,3055931223,www.mia.albizu.edu,,,Miami-Dade County,-80.355002,25.795162,
132851,College of Central Florida,3001 SW College Rd,Ocala,FL,34474,James Henningsen,President,3528735800,www.cf.edu,,,Marion County,-82.175692,29.166079,
132879,Johnson University Florida,1011 Bill Beck Blvd,Kissimmee,FL,34744,David Eubanks,Chief Operating Officer,4078478966,www.fcc.edu,,Johnson University,Osceola County,-81.362512,28.301869,
132903,University of Central Florida,4000 Central Florida Blvd,Orlando,FL,32816,John C Hitt,President,4078232000,www.ucf.edu/,UCF,State University System of Florida,Orange County,-81.198805,28.60106,
132976,Charlotte Technical Center,18150 Murdock Circle,Port Charlotte,FL,33948-3399,Bernard Duffy,Center Director,9412557500,www.yourcharlotteschools.net/ctc,,Florida State Board of Education,Charlotte County,-82.147238,27.005558,
133021,Chipola College,3094 Indian Circle,Marianna,FL,32446-2053,Dr. Jason Hurst,President,8505262761,www.chipola.edu,,,Jackson County,-85.231946,30.790647,
133085,Clearwater Christian College,3400 Gulf to Bay Blvd,Clearwater,FL,33759-4595,John F. Klem,President,7.28E+12,www.clearwater.edu,,,Pinellas County,-82.697305,27.963556,
133155,Lorenzo Walker Institute of Technology,3702 Estey Ave,Naples,FL,34104-4405,Yolanda Flores,Principal,2393770900,lwit.edu,,,Collier County,-81.763355,26.141199,
133386,Daytona State College,1200 W. International Speedway Blvd.,Daytona Beach,FL,32114,Dr. Carol Eaton,President,3865063000,www.DaytonaState.edu,,,Volusia County,-81.051266,29.202286,
133465,South University-West Palm Beach,9801 Belvedere Road,Royal Palm Beach,FL,33411,David McGuire,President,5616979200,www.southuniversity.edu,,Education Management Corporation,Palm Beach County,-80.19969,26.69165,
133492,Eckerd College,4200 54th Ave S,Saint Petersburg,FL,33711-4700,Donald R. Eastman III,President,7278671166,www.eckerd.edu,,,Pinellas County,-82.685992,27.718996,
133508,Edison State College,8099 College Pky SW,Fort Myers,FL,33919-0000,Jeffery Allbritten,District President,2394899300,www.edison.edu,,,Lee County,-81.887375,26.554737,
133526,Edward Waters College,1658 Kings Rd,Jacksonville,FL,32209,Mr. Nathaniel Glover,President,9044708000,www.ewc.edu,,,Duval County,-81.684817,30.34513,
133553,Embry-Riddle Aeronautical University-Daytona Beach,600 S Clyde Morris Blvd,Daytona Beach,FL,32114-3900,Dr. John P. Johnson,President,3862266000,www.erau.edu,,,Volusia County,-81.0495,29.189244,
133650,Florida Agricultural and Mechanical University,1500 S Martin Luther King Jr Blvd,Tallahassee,FL,32307,Larry Robinson,Interim President,8505993000,www.famu.edu,Florida A&M,State University System of Florida,Leon County,-84.285664,30.428599,
133669,Florida Atlantic University,777 Glades Rd,Boca Raton,FL,33431-0991,Dennis J. Crudele,Interim President,5612973000,www.fau.edu/,Florida Atlantic,State University System of Florida,Palm Beach County,-80.102293,26.372536,
133702,Florida State College at Jacksonville,501 W State St,Jacksonville,FL,32202,Dr. Willis N. Holcombe,College President,9043595433,www.fscj.edu,,,Duval County,-81.659901,30.334918,
133711,Flagler College-St Augustine,74 King Street,Saint Augustine,FL,32084,"William T. Abare, Jr.",President,9048296481,www.flagler.edu,,,St. Johns County,-81.315256,29.89335,
133809,Florida College,119 N Glen Arven Ave,Temple Terrace,FL,33617-5527,"Dr. H. E. Payne, Jr.",President,8.14E+12,www.floridacollege.edu,,,Hillsborough County,-82.383446,28.034911,
133845,Concorde Career Institute-Jacksonville,7259 Salisbury Road,Jacksonville,FL,32256-6905,Melissa Ryan,Campus President,9047250525,www.concorde.edu,,Concorde Career Colleges Inc.,Duval County,-81.58262,30.238877,
133854,Concorde Career Institute-Miramar,10933 Marks Way,Miramar,FL,33025,Jesse Knight,Campus President,9547318880,www.concorde.edu,,Concorde Career Colleges Inc.,Broward County,-80.203007,26.175119,
133863,Concorde Career Institute-Tampa,4202 W Spruce,Tampa,FL,33607-4127,William Ford,Interim Campus President,8138740094,www.concorde.edu,,Concorde Career Colleges Inc.,Hillsborough County,-82.515082,27.959058,
133872,Adventist University of Health Sciences,671 Winyah Drive,Orlando,FL,32803,David E Greenlaw,President,4073037742,www.adu.edu,,,Orange County,-81.367687,28.576142,
133881,Florida Institute of Technology,150 West University Boulevard,Melbourne,FL,32901-6975,Anthony J. Catanese,President,3216748000,www.fit.edu,,,Brevard County,-80.624628,28.064503,
133942,Florida Institute of Ultrasound Inc,8800 University Pky Ste A4,Pensacola,FL,32514,Gregory M Davis,Administrative Director,8504787611,www.fiuonline.net,,,Escambia County,-87.220615,30.534939,
133951,Florida International University,11200 S. W. 8 Street,Miami,FL,33199,Mark Rosenberg,President,3053482000,www.fiu.edu,Florida Intl,State University System of Florida,Miami-Dade County,-80.377591,25.757111,
133960,Florida Keys Community College,5901 College Rd,Key West,FL,33040,Jonathan,Gueverra,3052969081,www.fkcc.edu,,,Monroe County,-81.74446,24.582748,
133979,Florida Memorial University,15800 NW 42 Avenue,Miami Gardens,FL,33054-6199,"Roslyn Clark Artis, J.D., Ed.D.",Interim President,3056263600,www.fmuniv.edu,,,Miami-Dade County,-80.270672,25.917854,
133997,Florida Career College-Miami,1321 SW 107 Ave Ste 201B,Miami,FL,33174,David Knobel,President/CEO,9544002000,www.careercollege.edu,,Education Training Corporation,Miami-Dade County,-80.366666,25.755342,
134024,Florida School of Massage,6421 SW 13th St,Gainesville,FL,32608-5419,Paul Davenport,President,3523787891,www.floridaschoolofmassage.com/,,,Alachua County,-82.338528,29.593484,
134079,Florida Southern College,111 Lake Hollingsworth Dr,Lakeland,FL,33801-5698,Dr. Anne B Kerr,President,8636804111,www.flsouthern.edu,,,Polk County,-81.945791,28.031507,
134097,Florida State University,222 S. Copeland Street,Tallahassee,FL,32306-1037,Garnett S. Stokes,Interim President,8506442525,www.fsu.edu,Florida State,State University System of Florida,Leon County,-84.294801,30.4421,
134112,Florida Technical College,12900 Challenger Parkway,Orlando,FL,32826,John Sticken,Director of Compliance,4074477300,www.ftccollege.edu,Florida Tech,EduK Group,Orange County,-81.196091,28.57316,
134121,University of Southernmost Florida,"9550 Regency Square Blvd., Suite 1100",Jacksonville,FL,32225,Ernesto Perez,CEO,3056441171,www.usmf.edu,,,Duval County,-81.550021,30.32563,
134130,University of Florida,,Gainesville,FL,32611,Dr. James Bernard Machen,President,3523923261,www.ufl.edu/,Florida,State University System of Florida,Alachua County,-82.361195,29.638248,
134149,Everest University-Pompano Beach,225 N. Federal Hwy.,Pompano Beach,FL,33062,Patricia Bisciotti,Campus President,9547837339,www.everest.edu/campus/pompano_beach,,Corinthian Colleges Inc.,Broward County,-80.103598,26.234119,
134228,Fort Pierce Beauty Academy,3028 S US 1,Fort Pierce,FL,34982-6333,Michael Prevette,Director,7724644885,fpbeauty.com,,,St. Lucie County,-80.324698,27.412426,
134237,Full Sail University,3300 University Blvd,Winter Park,FL,32792-7429,Edward E. Haddock Jr.,CEO/Co-Chairman,4076790100,www.fullsail.edu,,,Orange County,-81.301286,28.596546,
134291,George Stone Technical Center,2400 Longleaf Dr,Pensacola,FL,32526-8922,Stephen Brooks,Assistant Principal,8.51E+13,www.georgestonecenter.com,,,Escambia County,-87.295105,30.488083,
134307,George T Baker Aviation School,3275 NW 42nd Ave,Miami,FL,33142,Sean Gallagan,Principal,3.06E+13,www.bakeraviation.edu,,,Miami-Dade County,-80.263591,25.804092,
134343,Gulf Coast State College,5230 West U.S. Highway 98,Panama City,FL,32401,A. James Kerley,President,8507691551,www.gulfcoast.edu/default.htm,,,Bay County,-85.727249,30.186104,
134422,Key College,"225 East Dania Beach Blvd., #130",Dania Beach,FL,33004-3046,Ronald Dooley,President/Director,9.55E+12,www.keycollege.edu,,,Broward County,-80.139871,26.052841,
134495,Hillsborough Community College,39 Columbia Drive,Tampa,FL,33606-3584,Ken Atwater,President,8132537000,www.hccfl.edu,,,Hillsborough County,-82.456919,27.934513,
134510,Hobe Sound Bible College,11298 SE Gomez,Hobe Sound,FL,33455-1065,P Daniel Stetler,President,7725465534,www.hsbc.edu,,,Martin County,-80.132413,27.066473,
134529,Hollywood Institute of Beauty Careers,420 S. State Rd. 7,Hollywood,FL,33023,"Neal R. Heller, Esq.",President,9549225505,www.hi.edu,,Beauty Careers Institute Inc.,Broward County,-80.2076,26.007554,
134574,Cortiva Institute-Florida,4045 Park Blvd,Pinellas Park,FL,33781,Stephen Lazarus,Chief Operating Officer,7278654940,www.cortiva.com,,Steiner Education Group,Pinellas County,-82.688959,27.839722,
134608,Indian River State College,3209 Virginia Ave,Fort Pierce,FL,34981-5596,Dr. Edwin R. Massey,President,7724624772,www.irsc.edu,,,St. Lucie County,-80.35785,27.423121,
134680,International Academy of Design and Technology-Tampa,5104 Eisenhower Blvd,Tampa,FL,33634,Dr. Karen O'Donnell,Campus President,8138810007,www.iadt.edu/tampa,,Career Education Corporation,Hillsborough County,-82.548493,27.992234,
134714,International Academy,2550 S Ridgewood Ave,South Daytona,FL,32119,M Varol,Administrator,3.87E+12,www.intl-academy.com,,,Volusia County,-80.997811,29.162159,
134811,AI Miami International University of Art and Design,1501 Biscayne Boulevard,Miami,FL,33132-1418,Erika Fleming,President,3054285700,www.artinstitutes.edu/miami/,,Education Management Corporation,Miami-Dade County,-80.18839,25.790008,
134909,ITT Technical Institute-Tampa,4809 Memorial Hwy,Tampa,FL,33634-7350,Sheryl Gunning,Director,8138852244,www.itt-tech.edu,,ITT Educational Services Inc.,Hillsborough County,-82.547618,27.982417,
134945,Jacksonville University,2800 University Blvd N,Jacksonville,FL,32211-3394,Mr. Timothy Cost,President,9042568000,www.jacksonville.edu,Jacksonville,,Duval County,-81.60706,30.350349,
135063,Jones College-Jacksonville,5353 Arlington Expy,Jacksonville,FL,32211,Dorothy D Jones,CEO President,9047431122,www.jones.edu,,,Duval County,-81.610068,30.328002,
135081,Keiser University-Ft Lauderdale,1500 NW 49th St.,Fort Lauderdale,FL,33309,Dr. Arthur Keiser,Chancellor,9547764476,www.keiseruniversity.edu,,,Broward County,-80.163959,26.185869,
135124,Heritage Institute-Ft Myers,"6630 Orion Drive, Suite 200",Fort Myers,FL,33912,Eva Hutson,School Director,2399365822,heritage-education.com,,Weston Educational Inc.,Lee County,-81.842475,26.540884,
135142,La Belle Beauty School,1495 West 49 Street,Hialeah,FL,33012,Linda  Balboa,C.A.,3055580562,labellebeauty.net,,,Miami-Dade County,-80.312711,25.86695,
135160,Florida Gateway College,Highway 90 East,Lake City,FL,32025-2007,Charles W Hall,President,3867521822,https://www.fgc.edu/,,,Columbia County,-82.569667,30.174307,
135179,Lake Technical Center,2001 Kurt Street,Eustis,FL,32726,Diane Culpepper,Director,3.53E+13,www.laketech.org,,,Lake County,-81.690874,28.833446,
135188,Lake-Sumter State College,9501 US Hwy 441,Leesburg,FL,34788-8751,Dr. Charles R. Mojock,President,3527873747,www.lssc.edu,,,Lake County,-81.797731,28.830237,
135267,Fort Myers Institute of Technology,3800 Michigan Ave,Fort Myers,FL,33916-2204,William B. McCormick,Director,2.39E+12,www.fortmyerstech.edu,,Florida State Board of Education,Lee County,-81.832974,26.64855,
135276,Lively Technical Center,500 N Appleyard Dr,Tallahassee,FL,32304-2895,Woody Hildebrandt,Principal,8504877555,www.livelytech.com,,Leon County School Board,Leon County,-84.339057,30.448534,
135294,Lindsey Hopkins Technical Education Center,750 NW 20 Street,Miami,FL,33127,Nyce Daniel,Principal,3.05E+13,lindsey.dadeschools.net,,,Miami-Dade County,-80.208154,25.794676,
135337,Loraines Academy Inc,1012 58th St N,Saint Petersburg,FL,33710,Nancy B Fordham,Administrator,7.27E+12,www.lorainesacademy.edu/,,,Pinellas County,-82.711151,27.781266,
135364,Luther Rice University & Seminary,3038 Evans Mill Rd,Lithonia,GA,30038-9869,Dr. James Flanagan,President,7704841204,www.LRU.edu,,,DeKalb County,-84.123648,33.697984,
135391,State College of Florida-Manatee-Sarasota,5840 26th St W,Bradenton,FL,34207,Dr. Carol Probstfeld,President,9417525000,www.scf.edu,,,Manatee County,-82.591739,27.436066,
135407,Manatee Technical Institute,6305 State Rd 70 East,Bradenton,FL,34203,Doug Wagner,Director,9.42E+13,manateetech.edu/,,Florida State Board of Education,Manatee County,-82.480488,27.446198,
135416,Manhattan Hairstyling Academy,4315 S Manhattan Ave,Tampa,FL,33611,Robert E Valdez,Chief Executive Director,8132580505,www.manhattanhairstylingacademy.com,,Manhattan Beauty School Inc.,Hillsborough County,-82.518444,27.902454,
135522,Traviss Career Center,3225 Winter Lake Rd,Lakeland,FL,33803,Wayne Dickens,Director,8634992700,www.traviss.edu,,Florida State Board of Education,Polk County,-81.893503,27.99579,
135610,Trinity International University-Florida,8190 West State Road 84,Davie,FL,33324,Neil Nyberg,University President,9543826400,www.florida.tiu.edu,,,Broward County,-80.257156,26.099656,
135647,Miami Lakes Educational Center,5780 NW 158th St,Miami Lakes,FL,33014,James V. Parker,Principal,3.06E+13,mlec.dadeschools.net,,,Miami-Dade County,-80.29513,25.916128,
135717,Miami Dade College,300 NE 2nd Avenue,Miami,FL,33132-2204,Eduardo J Padron,College President,3052378888,www.mdc.edu/main/,,,Miami-Dade County,-80.190856,25.777717,
135726,University of Miami,University of Miami,Coral Gables,FL,33146,Dr. Donna E. Shalala,President,3052842211,www.miami.edu/,Miami,,Miami-Dade County,-80.27645,25.720406,
135735,Mid Florida Tech,2900 West Oak Ridge Road,Orlando,FL,32809,Adelina M. Brann,Sr. Director,40725160470,www.ocpstechcenters.net/MidFloridaTech,,Orange County Public Schools,Orange County,-81.415996,28.471695,
135771,Beauty Schools of America-Miami,1176 SW 67th Avenue,Miami,FL,33144-4700,John W. Rebstock,President/CEO,3052676604,www.bsa.edu/,,Coral Springs Schools Inc.,Miami-Dade County,-80.303842,25.760695,
135939,Remington College-Tampa Campus,"6302 E. Dr. Martin Luther King Jr. Blvd, Ste 400",Tampa,FL,33619,Kenneth Heinemann,Campus President,8139355700,www.remingtoncollege.edu/tampa-technical-school-overview,,Remington College Inc.,Hillsborough County,-82.385976,27.983466,
135957,Everest Institute-North Miami,"111 NW 183rd St, Ste 200",Miami,FL,33169-4538,Peter Bastiony,College President,3059499500,www.everest.edu/campus/miami,,Corinthian Colleges Inc.,Miami-Dade County,-80.203534,25.942952,
136011,Everest Institute-Hialeah,530 W. 49th Street,Hialeah,FL,33012,,,,,,,Miami-Dade County,-80.29367,25.865228,
136048,Academy of Healing Arts Massage & Facial Skin Care,3141 S Military Tr,Lake Worth,FL,33463-2113,Angela Artemik,Co-Owner,5619655550,www.ahamassage.com,,,Palm Beach County,-80.113108,26.631072,
136066,Lincoln College of Technology-West Palm Beach,2410 Metrocentre Blvd,West Palm Beach,FL,33407,Helen Carver,Campus President,5618428324,www.lincolntech.com,,Lincoln Educational Services,Palm Beach County,-80.094805,26.758227,
136075,Fortis College-Tampa,3910 US Hwy 301 N Suite 200,Tampa,FL,33619,Mark Gutmann,Campus President,8136201446,fortis.edu,,Education Affiliates Inc.,Hillsborough County,-82.361859,27.980159,
136109,Paul Mitchell the School-Jacksonville,"4624 Town Crossing Drive, Suite 155",Jacksonville,FL,32246,Melissa Jenkins,Director,9047132700,jacksonville.paulmitchell.edu,,Paul Mitchell Schools,Duval County,-81.527303,30.258922,
136145,North Florida Community College,325 NW Turner Davis Dr,Madison,FL,32340,John Grosskopf,President,8509732288,www.nfcc.edu,,,Madison County,-83.421873,30.473871,
136172,University of North Florida,1 UNF Drive,Jacksonville,FL,32224-7699,John A. Delaney,President,9046201000,www.unf.edu,,State University System of Florida,Duval County,-81.507853,30.270917,
136206,Northwood University-Florida,2600 N Military Trail,West Palm Beach,FL,33409-2911,Keith A. Pretty,President,5614785500,www.northwood.edu,,Northwood University,Palm Beach County,-80.104138,26.714688,
136215,Nova Southeastern University,3301 College Ave,Fort Lauderdale,FL,33314-7796,"George L. Hanbury, II",President/CEO,9542627300,www.nova.edu,,,Broward County,-80.24248,26.079337,
136233,Northwest Florida State College,100 College Blvd,Niceville,FL,32578-1295,Dr. Ty Handy,President,8506785111,www.nwfsc.edu/,,,Okaloosa County,-86.475467,30.537148,
136251,Orange Park International School of Beauty,2170 Park Ave,Orange Park,FL,32073,Charles Weatherly,President CEO,9042645201,opischoolofbeauty.com,,,Clay County,-81.701878,30.16326,
136288,Everest University-North Orlando,5421 Diplomat Circle,Orlando,FL,32810,Terrance Harris,President,4.08E+12,www.everest.edu/campus/north_orlando,,Corinthian Colleges Inc.,Orange County,-81.387438,28.610884,
136303,Orlando Tech,301 W Amelia Street,Orlando,FL,32801-1197,Alex Heideberg,Senior Director,4072467060,www.orlandotech.ocps.net,,Orange County Public Schools,Orange County,-81.383783,28.550422,
136330,Palm Beach Atlantic University,901 S. Flagler Drive,West Palm Beach,FL,33401,William Fleming,President,5618032000,www.pba.edu,,Palm Beach Atlantic University Inc.,Palm Beach County,-80.049758,26.704629,
136358,Palm Beach State College,4200 Congress Ave,Lake Worth,FL,33461-4796,Dennis P. Gallon,President,5619677222,www.palmbeachstate.edu/,,,Palm Beach County,-80.087104,26.613214,
136400,Pasco-Hernando Community College,10230 Ridge Road,New Port Richey,FL,34654-5199,"Katherine M. Johnson, Ed.D",President,7278472727,www.phcc.edu,,,Pasco County,-82.646727,28.2751,
136473,Pensacola State College,1000 College Blvd,Pensacola,FL,32504-8998,Dr. C. Ed Meadows,President,8504841000,www.pensacolastate.edu,,,Escambia County,-87.200622,30.480779,
136491,Pinellas Technical Education Center-Clearwater,6100 154th Ave N,Clearwater,FL,33760-2140,Mark Ericksen,Director,7.28E+13,www.myptec.org,,Florida State Board of Education,Pinellas County,-82.719064,27.911922,
136516,Polk State College,999 Avenue H NE,Winter Haven,FL,33881-4299,Eileen Holden,President,8632971000,www.polk.edu,,,Polk County,-81.712932,28.030775,
136659,Radford M Locklin Technical Center,5330 Berryhill Rd,Milton,FL,32570-8188,Maria Ladouceur,Principal,8509835700,www.locklintech.com,,Florida State Board of Education,Santa Rosa County,-87.100567,30.646762,
136701,Saint Vincent de Paul Regional Seminary,10701 South Military Trail,Boynton Beach,FL,33436-4899,David Toups,Rector President,5.62E+12,www.svdp.edu,,,Palm Beach County,-80.125707,26.51582,
136765,Ridge Career Center,7700 State Rd 544,Winter Haven,FL,33881-9518,Lisa B. Harden,Director,8634193060,www.ridge.edu/,,Florida State Board of Education,Polk County,-81.654463,28.076632,
136774,Ringling College of Art and Design,2700 North Tamiami Tr,Sarasota,FL,34234-5895,Dr. Larry R. Thompson,President,8002557695,www.ringling.edu,,,Sarasota County,-82.548598,27.35963,
136783,Toni & Guy Hairdressing Academy-Jacksonville,8206 Philips Hwy. Suite33,Jacksonville,FL,32256,Tyler Denton,CFO,9043980502,toniguy.com/academy/jacksonville_academy/default.aspx,,,Duval County,-81.586731,30.2196,
136826,Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,FL,33177,Kimberly Davis,Principal,3052539920,rmec.dadeschools.net,,Florida State Board of Education,Miami-Dade County,-80.390354,25.599133,
136950,Rollins College,1000 Holt Avenue,Winter Park,FL,32789-4499,Lewis M. Duncan,President,4076462000,www.rollins.edu,,,Orange County,-81.348716,28.591992,
137023,First Coast Technical College,2980 Collins Ave,Saint Augustine,FL,32084-1919,Sandra Raburn-Fortner,President,9048244401,fctc.edu/,,,St. Johns County,-81.345829,29.924377,
137032,Saint Leo University,33701 State Road 52,Saint Leo,FL,33574-6665,"Arthur F. Kirk, Jr.",President,3525888200,www.saintleo.edu,,,Pasco County,-82.257287,28.336776,
137078,St Petersburg College,6021 142nd  Ave N,Clearwater,FL,33760-2822,"Dr. William D. Law, Jr.",President,7273414772,www.spcollege.edu,,,Pinellas County,-82.717331,27.90242,
137087,Pinellas Technical Education Center-St Petersburg,901 34th St S,Saint Petersburg,FL,33711-2209,Arlene Corbin,Director,7.28E+13,myptec.org,,Florida State Board of Education,Pinellas County,-82.681534,27.761183,
137096,Santa Fe College,3000 Northwest 83rd Street,Gainesville,FL,32606-6210,Jackson N. Sasser,President,3523955000,www.sfcollege.edu,,,Alachua County,-82.433958,29.680698,
137120,Sarasota County Technical Institute,4748 Beneva Rd,Sarasota,FL,34233-1798,Dr. Todd Bowden,Director,9419241365,www.scti.edu,,,Sarasota County,-82.500827,27.285486,
137148,Argosy University-Sarasota,5250 17th Street,Sarasota,FL,34235,Sandra Wise,Campus President,9413790404,www.argosy.edu/sarasota/,,Education Management Corporation,Sarasota County,-82.465363,27.351394,
